batch_id,temp_c,pressure_bar,cycle_time_s,motor_speed_rpm,material_density,hardness_hrc,feedstock_purity,grid_carbon_intensity,ambient_temp_c,tool_wear_index,yield_pct,quality_score,energy_kwh,carbon_kg
BATCH_01174,64.5,14.05,155.12,2981.1,2.8403,55.82,0.921,118.33,22.33,0.6026,99.53,96.61,31.395,3.715
BATCH_01175,58.97,10.5,193.74,3212.4,2.839,53.5,0.9335,126.94,27.84,0.5879,99.46,95.27,31.734,4.028
BATCH_01176,62.75,11.0,225.04,2907.9,2.8059,46.76,0.9862,113.51,28.12,0.6031,99.8,95.21,34.046,3.865
BATCH_01177,51.46,9.57,147.46,3156.1,2.7704,48.36,0.9217,129.7,22.13,0.62,99.8,94.18,28.914,3.75
BATCH_01178,64.21,11.5,133.67,2510.6,2.741,53.15,0.9384,140.51,22.36,0.554,99.8,96.34,26.905,3.781
BATCH_01179,57.09,14.45,176.88,2675.6,2.7212,60.09,0.9798,145.07,21.2,0.5342,99.8,96.26,30.592,4.438
BATCH_01180,56.17,13.53,180.39,2582.7,2.8394,54.63,0.9663,542.01,19.21,0.5793,99.8,96.78,31.638,17.148
BATCH_01181,66.44,14.46,185.47,2894.3,2.7706,56.59,0.9818,508.89,21.46,0.5681,99.8,96.21,32.323,16.449
BATCH_01182,76.14,13.54,168.84,2692.3,2.7658,50.76,0.9789,483.54,17.55,0.6131,99.8,97.48,30.514,14.755
BATCH_01183,72.35,10.29,174.98,3018.9,2.6964,54.71,0.924,128.96,26.73,0.5392,99.8,96.18,29.707,3.831
BATCH_01184,52.44,11.84,189.19,2520.7,2.6593,52.61,0.9905,451.91,25.58,0.6234,99.8,96.99,30.066,13.587
BATCH_01185,57.08,10.94,206.01,2812.9,2.839,56.21,0.9379,108.08,26.24,0.6372,99.8,95.68,32.488,3.511
BATCH_01186,72.53,15.16,131.12,3006.1,2.7127,45.86,0.9637,137.17,20.18,0.5835,99.8,95.09,31.136,4.271
BATCH_01187,57.14,10.11,170.78,2180.4,2.7385,53.39,0.9709,137.39,19.22,0.5864,99.8,96.72,26.485,3.639
BATCH_01188,63.2,14.29,185.35,3436.5,2.6729,50.03,0.9333,467.63,24.21,0.5537,99.8,95.91,35.593,16.645
BATCH_01189,69.4,14.29,157.05,2715.1,2.8174,50.55,0.9971,120.17,24.26,0.5632,99.65,96.83,30.691,3.688
BATCH_01190,57.25,16.16,223.28,2192.5,2.6555,61.34,0.9586,492.42,23.41,0.569,99.8,96.35,31.9,15.708
BATCH_01191,65.84,11.68,164.11,2847.4,2.8168,48.11,0.9246,62.96,22.84,0.6435,99.8,95.21,28.903,1.82
BATCH_01192,54.33,13.92,178.97,2810.0,2.6781,50.29,0.994,92.2,30.84,0.5833,99.8,97.07,31.075,2.865
BATCH_01193,60.19,17.06,193.9,2775.4,2.8273,53.67,0.9663,367.88,25.7,0.5338,99.8,95.13,33.697,12.397
BATCH_01194,67.56,11.26,165.22,3097.4,2.796,59.67,0.9752,147.44,31.88,0.5973,99.8,96.63,31.019,4.573
BATCH_01195,52.26,9.43,133.84,3024.2,2.6829,52.08,0.9615,457.97,29.08,0.6206,99.8,97.28,28.939,13.253
BATCH_01196,68.52,8.74,169.28,2889.4,2.7632,57.65,0.9859,107.02,30.81,0.587,99.73,95.62,27.623,2.956
BATCH_01197,64.84,13.93,205.74,2935.0,2.7125,59.56,0.9226,476.37,19.7,0.6472,99.8,97.16,33.31,15.868
BATCH_01198,69.42,8.73,171.58,2768.7,2.6856,50.27,0.9412,475.57,26.37,0.62,99.8,96.4,27.4,13.03
BATCH_01199,66.79,11.76,158.84,3332.6,2.8218,51.68,0.9571,484.94,22.27,0.5474,99.8,96.85,30.029,14.562
BATCH_01200,75.91,13.37,203.14,2356.2,2.7307,51.06,0.9261,496.41,17.35,0.5678,99.8,94.72,29.903,14.844
BATCH_01201,66.0,12.87,171.73,2841.9,2.7297,59.16,0.9758,135.15,29.98,0.5993,99.8,96.21,31.007,4.191
BATCH_01202,61.56,13.35,167.25,2819.5,2.684,45.75,0.9511,83.11,22.83,0.5241,99.8,94.59,30.784,2.558
BATCH_01203,65.98,12.94,183.74,3044.0,2.7266,50.24,0.9415,111.21,19.78,0.6046,99.8,97.71,31.438,3.496
BATCH_01204,69.35,15.06,199.27,2546.8,2.8243,56.55,0.9203,459.76,22.34,0.5212,99.8,93.99,30.922,14.217
BATCH_01205,65.39,10.6,239.54,2276.9,2.7226,54.61,0.9769,497.62,20.82,0.633,99.72,95.65,29.426,14.643
BATCH_01206,65.32,11.15,200.68,2847.0,2.8403,52.42,0.9859,81.56,21.23,0.6288,99.8,95.07,31.626,2.579
BATCH_01207,59.38,10.95,209.0,2884.4,2.8393,54.18,0.9512,480.74,23.11,0.6132,99.8,96.67,31.23,15.013
BATCH_01208,59.7,14.16,167.35,3246.9,2.679,48.36,0.9646,129.08,30.92,0.5664,99.8,97.92,33.919,4.378
BATCH_01209,53.78,14.3,154.35,2418.9,2.6855,52.32,0.938,100.95,21.33,0.6007,99.8,96.65,29.253,2.953
BATCH_01210,79.0,13.4,181.56,3146.4,2.8225,53.53,0.9692,429.88,30.64,0.5738,98.21,97.04,32.404,13.93
BATCH_01211,55.05,14.87,182.68,3510.2,2.7286,60.32,0.921,122.47,27.4,0.5535,99.8,94.62,34.189,4.187
BATCH_01212,59.46,10.14,153.04,2686.7,2.6509,49.43,0.9586,100.31,25.59,0.5817,99.8,94.7,26.394,2.647
BATCH_01213,59.25,15.83,175.62,2412.7,2.7048,59.75,0.9709,100.4,26.99,0.6236,99.8,95.11,29.836,2.996
BATCH_01214,72.16,15.55,189.98,2677.9,2.7695,55.95,0.9925,406.24,24.05,0.5979,99.8,96.12,31.891,12.955
BATCH_01215,62.64,13.97,189.01,2804.2,2.8099,45.35,0.9501,461.96,29.14,0.6546,99.8,94.97,31.814,14.697
BATCH_01216,74.98,16.06,192.61,2969.1,2.6767,57.32,0.9805,466.29,26.27,0.6277,99.8,95.25,33.355,15.553
BATCH_01217,59.61,9.19,187.27,2622.6,2.6721,45.6,0.9672,548.63,17.34,0.6238,99.8,96.62,29.11,15.971
BATCH_01218,67.23,11.45,167.32,3266.6,2.8344,61.96,0.9932,413.27,25.19,0.5336,99.8,94.76,31.419,12.985
BATCH_01219,58.32,11.03,167.15,2465.6,2.8002,59.83,0.9515,76.06,27.14,0.587,99.8,94.87,27.551,2.096
BATCH_01220,82.16,13.94,150.03,2278.2,2.768,50.05,0.9452,127.78,22.84,0.5562,97.1,92.16,29.214,3.733
BATCH_01221,55.5,10.4,224.62,3132.0,2.8038,49.38,0.9901,48.59,24.51,0.592,99.8,95.7,31.756,1.543
BATCH_01222,67.48,14.01,180.34,2117.6,2.7358,51.48,0.9239,535.78,21.55,0.572,99.8,97.01,28.726,15.391
BATCH_01223,70.07,15.24,174.38,2738.8,2.8017,51.05,0.9308,142.98,18.49,0.5851,99.8,95.1,31.431,4.494
BATCH_01224,68.31,13.89,156.78,3600.0,2.7244,51.33,0.9265,486.42,17.8,0.6431,99.8,95.28,33.387,16.24
BATCH_01225,63.52,13.07,253.39,2796.4,2.6988,50.41,0.9866,137.91,17.85,0.6201,99.8,96.58,34.297,4.73
BATCH_01226,63.96,10.52,153.17,2463.8,2.7958,55.56,0.9208,148.89,26.68,0.6418,99.8,96.8,27.293,4.064
BATCH_01227,65.35,10.81,169.28,2782.8,2.7339,47.79,0.9881,40.0,14.04,0.5379,99.8,97.43,28.675,1.147
BATCH_01228,63.82,15.0,190.4,2784.8,2.8463,59.38,0.9557,116.22,21.33,0.6047,99.8,96.47,32.276,3.751
BATCH_01229,72.71,14.06,195.01,2848.2,2.7199,58.81,0.9203,48.11,20.94,0.6415,99.8,96.13,31.772,1.528
BATCH_01230,82.68,12.42,203.95,2998.7,2.8343,53.1,0.9517,546.62,22.87,0.6636,96.94,92.89,31.836,17.402
BATCH_01231,60.54,11.66,225.19,2488.3,2.8366,59.5,0.9348,462.12,16.57,0.5419,99.8,95.73,30.725,14.198
BATCH_01232,54.04,8.45,192.65,3306.3,2.6984,49.2,0.9693,569.04,25.62,0.5902,99.8,95.73,30.878,17.571
BATCH_01233,64.29,10.36,153.6,2873.5,2.8096,45.3,0.9737,442.04,18.91,0.646,99.8,94.23,28.74,12.704
BATCH_01234,85.64,16.32,173.58,3018.0,2.7366,55.53,0.9585,127.15,28.53,0.5974,97.0,91.79,33.253,4.228
BATCH_01235,58.57,9.94,187.7,2611.6,2.8335,52.78,0.9232,524.44,21.51,0.5692,99.8,96.21,28.413,14.901
BATCH_01236,78.11,12.88,231.71,3185.9,2.74,54.64,0.9718,156.63,23.62,0.544,99.38,95.28,34.564,5.414
BATCH_01237,78.42,14.51,145.05,2722.9,2.7989,60.29,0.9865,397.83,24.02,0.5685,99.16,91.54,28.898,11.497
BATCH_01238,60.57,9.99,210.06,2883.3,2.7434,61.49,0.9769,89.27,24.98,0.5394,99.65,95.95,32.089,2.865
BATCH_01239,69.55,12.87,184.5,2520.1,2.6956,55.79,0.9856,62.51,24.15,0.6097,99.7,95.14,29.492,1.844
BATCH_01240,78.03,14.38,200.95,2500.9,2.6899,57.99,0.9358,436.19,22.29,0.6437,99.19,96.05,31.605,13.786
BATCH_01241,61.97,12.52,177.45,3006.5,2.7351,46.42,0.9902,128.31,25.37,0.5578,99.8,96.61,30.625,3.929
BATCH_01242,63.37,18.24,158.94,2666.9,2.8011,47.73,0.9455,136.49,25.86,0.619,99.8,96.23,31.772,4.336
BATCH_01243,60.35,9.16,198.77,2543.9,2.771,57.46,0.9211,502.68,20.94,0.643,99.8,95.57,29.2,14.678
BATCH_01244,56.88,14.62,196.36,2607.0,2.7877,52.33,0.9866,134.34,25.71,0.6095,99.8,96.4,31.922,4.289
BATCH_01245,59.81,12.15,204.3,3009.7,2.7065,52.58,0.9944,437.89,28.77,0.5457,99.8,95.07,31.915,13.976
BATCH_01246,55.21,14.04,179.67,2611.3,2.7463,50.25,0.9718,126.77,26.82,0.626,99.8,95.9,30.761,3.9
BATCH_01247,65.27,13.38,165.0,2764.7,2.6589,55.33,0.9383,122.69,27.73,0.6088,99.8,95.42,29.828,3.66
BATCH_01248,58.84,11.03,141.03,2804.5,2.8135,48.15,0.9399,104.79,24.69,0.6052,99.8,98.27,28.409,2.977
BATCH_01249,66.87,12.96,200.48,2224.8,2.848,55.66,0.9569,118.83,20.26,0.59,99.8,97.47,31.314,3.721
BATCH_01250,52.55,8.78,190.6,2358.7,2.7314,47.95,0.9909,479.27,20.76,0.6158,99.8,97.06,26.952,12.917
BATCH_01251,67.65,13.71,155.86,2900.9,2.6522,46.09,0.9318,122.76,25.28,0.6332,99.8,94.51,31.137,3.823
BATCH_01252,71.67,13.1,166.54,2578.9,2.684,50.62,0.9853,83.06,27.77,0.7089,99.8,96.63,30.271,2.514
BATCH_01253,49.05,13.78,168.33,3117.0,2.7805,48.93,0.943,86.38,35.14,0.6182,99.8,96.19,32.786,2.832
BATCH_01254,67.99,14.62,142.93,3090.0,2.7724,60.11,0.9839,147.07,27.93,0.6746,99.8,97.22,32.244,4.742
BATCH_01255,74.82,13.24,159.56,3015.8,2.8076,45.93,0.9927,423.45,19.32,0.6289,99.8,96.32,31.352,13.276
BATCH_01256,55.32,12.8,151.65,3345.9,2.7008,48.0,0.9538,134.62,20.93,0.6111,99.8,95.99,31.731,4.272
BATCH_01257,78.38,10.74,169.69,2775.1,2.8027,54.33,0.9488,465.18,33.11,0.6214,99.77,94.61,29.003,13.492
BATCH_01258,68.35,11.08,161.53,2994.7,2.7876,53.18,0.9834,83.17,23.14,0.5671,99.8,94.19,29.036,2.415
BATCH_01259,59.36,14.87,139.32,2624.7,2.7146,45.78,0.9618,509.64,24.19,0.6286,99.8,95.23,29.406,14.987
BATCH_01260,64.55,15.37,230.56,3535.7,2.7591,45.12,0.9741,114.44,20.16,0.5372,99.8,96.37,36.334,4.158
BATCH_01261,69.47,12.02,211.31,3395.1,2.6795,61.8,0.9692,103.37,30.26,0.5828,99.8,97.14,33.872,3.501
BATCH_01262,65.61,12.59,160.52,2803.6,2.7405,56.2,0.9321,152.35,26.0,0.6221,99.8,95.45,30.886,4.705
BATCH_01263,69.31,10.69,186.81,2916.0,2.8262,51.21,0.9867,357.75,20.9,0.6659,99.8,95.96,31.114,11.131
BATCH_01264,57.63,14.85,190.44,3207.8,2.7342,53.0,0.9355,166.22,20.02,0.6759,99.8,94.4,35.378,5.881
BATCH_01265,66.35,13.83,209.78,2755.9,2.8179,49.53,0.9937,130.11,25.23,0.6096,99.28,97.46,34.027,4.427
BATCH_01266,53.69,16.38,159.53,2603.0,2.7681,50.86,0.9398,59.69,24.18,0.6258,99.8,97.11,31.052,1.853
BATCH_01267,64.11,10.74,207.3,3062.2,2.6884,56.03,0.978,406.03,27.33,0.6594,99.8,96.65,32.795,13.316
BATCH_01268,57.77,11.74,166.3,2823.5,2.7662,60.01,0.9425,82.26,26.19,0.5673,99.8,96.41,29.318,2.412
BATCH_01269,59.12,12.96,146.6,2854.9,2.7512,48.13,0.9451,460.1,22.94,0.6371,99.8,97.55,29.154,13.414
BATCH_01270,74.89,13.79,198.1,2549.7,2.7297,59.29,0.9445,100.63,21.82,0.5882,99.8,95.19,30.521,3.071
BATCH_01271,73.73,12.07,212.27,2284.7,2.6739,47.07,0.9791,403.47,23.36,0.6149,99.8,95.09,30.86,12.451
BATCH_01272,69.87,10.75,244.7,2870.8,2.7333,48.65,0.964,458.0,21.8,0.6039,99.8,97.06,33.546,15.364
BATCH_01273,56.26,14.26,150.01,3071.5,2.6646,45.63,0.9898,341.8,23.48,0.6401,99.8,96.99,33.031,11.29
BATCH_01274,62.47,13.94,197.47,2732.3,2.6698,47.39,0.9443,452.67,24.07,0.6451,99.8,94.81,33.21,15.033
BATCH_01275,74.7,10.67,169.75,3230.9,2.7332,60.59,0.9747,462.84,20.41,0.6592,99.8,95.47,30.801,14.256
BATCH_01276,66.13,15.21,199.58,2588.8,2.7111,52.81,0.9795,141.59,26.52,0.638,99.8,97.69,33.266,4.71
BATCH_01277,83.55,14.84,143.24,2483.6,2.8351,46.32,0.932,120.73,22.52,0.6314,96.39,92.31,28.871,3.486
BATCH_01278,68.15,12.77,148.43,2779.8,2.7251,61.32,0.9516,470.12,20.63,0.6991,99.8,96.79,30.868,14.512
BATCH_01279,66.54,12.66,160.6,2775.2,2.8016,59.94,0.9581,102.06,22.59,0.5644,99.8,94.84,29.162,2.976
BATCH_01280,62.53,13.61,181.97,3031.0,2.756,57.83,0.9481,119.89,24.97,0.6937,99.8,96.66,32.147,3.854
BATCH_01281,66.07,10.78,163.97,2567.5,2.7908,60.87,0.9454,150.86,24.33,0.6147,99.8,94.58,27.575,4.16
BATCH_01282,63.78,12.56,196.48,3210.4,2.702,48.74,0.9742,550.64,25.69,0.6496,99.8,94.02,32.991,18.166
BATCH_01283,70.66,8.2,205.67,3390.1,2.8384,59.22,0.9371,462.31,27.59,0.6142,99.8,96.73,31.535,14.579
BATCH_01284,72.65,14.25,194.99,2788.3,2.756,56.73,0.976,136.21,29.22,0.5995,99.8,97.43,31.943,4.351
BATCH_01285,58.71,9.38,220.47,3174.9,2.8163,59.79,0.9939,468.49,25.14,0.6475,99.8,95.75,33.618,15.75
BATCH_01286,54.35,15.51,190.4,2483.1,2.723,58.55,0.9647,502.26,19.72,0.6702,99.8,95.45,33.516,16.833
BATCH_01287,50.31,11.84,149.58,3122.6,2.67,50.89,0.9683,487.94,22.92,0.6479,99.8,97.71,29.431,14.361
BATCH_01288,69.06,12.08,214.08,3114.2,2.7847,58.16,0.9254,583.44,19.98,0.6078,99.8,95.81,34.563,20.165
BATCH_01289,56.17,11.24,164.87,3059.0,2.6516,49.46,0.9883,140.04,30.79,0.7743,99.7,93.93,31.128,4.359
BATCH_01290,47.78,11.92,202.76,2795.3,2.7451,50.59,0.9426,471.35,31.95,0.6783,99.8,97.69,32.366,15.256
BATCH_01291,68.11,15.34,219.34,1913.7,2.6886,46.83,0.9686,117.19,26.6,0.6681,99.8,95.65,29.821,3.495
BATCH_01292,84.94,7.52,191.42,2607.5,2.7755,60.9,0.9973,120.74,27.43,0.6171,96.82,90.57,28.444,3.434
BATCH_01293,64.95,15.05,142.6,2612.2,2.8459,49.95,0.967,115.16,25.0,0.6067,99.66,96.82,27.947,3.218
BATCH_01294,71.71,13.18,157.04,2506.5,2.7429,53.85,0.9773,459.85,25.46,0.6209,99.8,95.29,29.193,13.424
BATCH_01295,65.65,10.09,213.07,2836.7,2.8135,51.65,0.9552,526.8,17.61,0.6758,99.8,95.86,31.978,16.846
BATCH_01296,64.21,10.35,175.77,2674.3,2.7516,61.32,0.9248,134.67,23.7,0.5934,99.8,94.68,29.016,3.908
BATCH_01297,72.35,15.85,181.99,2552.6,2.7492,50.7,0.983,491.67,20.48,0.5908,99.8,96.19,31.017,15.25
BATCH_01298,62.68,10.61,198.97,2482.4,2.8361,58.24,0.9228,130.8,25.13,0.6555,99.8,96.07,30.237,3.955
BATCH_01299,67.14,10.19,197.41,2585.3,2.828,59.54,0.9754,414.59,23.76,0.6472,99.8,96.97,30.168,12.507
BATCH_01300,67.57,14.77,186.97,3136.4,2.8072,52.41,0.9218,106.81,31.79,0.604,99.8,96.86,33.532,3.582
BATCH_01301,59.66,13.18,174.78,2601.7,2.7093,51.43,0.9881,57.24,27.67,0.5916,99.8,96.55,30.557,1.749
BATCH_01302,72.94,10.62,172.18,2645.5,2.759,57.71,0.9325,119.03,25.14,0.6933,99.8,96.39,29.287,3.486
BATCH_01303,63.6,12.93,201.45,2663.0,2.6948,60.52,0.9606,120.43,22.93,0.6505,99.8,95.93,32.273,3.887
BATCH_01304,58.95,10.45,193.84,2901.7,2.7388,57.83,0.9672,473.96,30.7,0.5821,99.8,96.61,30.554,14.481
BATCH_01305,69.29,14.7,173.57,2936.9,2.7468,48.86,0.9561,484.47,23.88,0.5853,99.8,94.89,32.245,15.622
BATCH_01306,57.81,14.62,207.05,1886.6,2.8163,60.1,0.9469,419.52,25.33,0.6231,99.8,93.65,30.208,12.673
BATCH_01307,65.23,13.56,176.77,3106.5,2.8292,51.59,0.957,432.36,24.17,0.6673,99.8,97.16,32.518,14.06
BATCH_01308,64.93,13.22,158.71,3230.9,2.7329,54.8,0.9446,90.83,22.38,0.6622,99.8,96.67,31.229,2.836
BATCH_01309,73.69,16.02,161.03,2484.9,2.6535,59.13,0.9546,506.79,24.15,0.6842,99.8,95.87,31.204,15.814
BATCH_01310,68.8,12.5,155.53,2508.3,2.8224,48.2,0.9484,444.63,16.15,0.5797,99.8,97.07,29.196,12.981
BATCH_01311,64.8,10.14,173.19,2664.9,2.6849,58.34,0.9647,106.36,17.81,0.6487,99.8,95.27,29.181,3.104
BATCH_01312,71.54,13.4,210.84,2573.2,2.7744,55.13,0.9388,524.0,25.4,0.6973,99.51,95.29,32.768,17.17
BATCH_01313,76.12,16.67,159.87,2867.2,2.655,60.19,0.9981,131.63,30.27,0.694,99.8,94.62,32.831,4.322
BATCH_01314,69.46,10.47,184.71,2216.0,2.7299,47.92,0.9596,454.92,25.39,0.6555,99.8,96.57,28.536,12.982
BATCH_01315,65.08,11.78,163.58,2464.6,2.8472,52.15,0.9353,468.73,21.12,0.7355,99.8,93.46,28.951,13.57
BATCH_01316,54.51,13.33,173.49,3261.8,2.6701,59.16,0.9577,107.95,18.23,0.6664,99.8,95.23,32.801,3.541
BATCH_01317,56.48,12.39,142.25,2521.5,2.7347,45.33,0.9884,59.26,27.14,0.6842,99.8,96.29,29.139,1.727
BATCH_01318,62.56,10.54,174.49,3173.0,2.7114,46.91,0.9217,473.99,21.73,0.6447,99.8,94.8,30.802,14.6
BATCH_01319,60.12,14.74,175.16,2906.6,2.831,61.84,0.9737,435.5,26.57,0.6122,99.37,95.34,32.938,14.345
BATCH_01320,63.5,17.14,193.51,2257.2,2.8239,49.77,0.9633,507.15,25.56,0.6088,99.8,93.79,32.688,16.578
BATCH_01321,65.45,12.89,185.58,2990.6,2.6975,61.58,0.9334,515.37,25.91,0.6516,99.8,96.61,32.806,16.907
BATCH_01322,69.24,10.69,150.04,2764.7,2.6662,48.1,0.9846,399.78,24.13,0.6363,99.8,95.31,27.4,10.954
BATCH_01323,64.44,9.4,207.1,2663.4,2.7754,51.14,0.9491,117.24,25.53,0.5745,99.8,94.9,29.779,3.491
BATCH_01324,68.89,13.02,185.26,2873.5,2.7173,57.8,0.9432,476.41,23.52,0.6046,99.8,94.7,31.467,14.991
BATCH_01325,65.52,14.71,184.96,2942.4,2.7844,56.18,0.9854,84.89,21.46,0.6334,99.8,95.58,32.582,2.766
BATCH_01326,49.2,13.45,179.77,3012.3,2.6564,54.88,0.9704,105.41,20.15,0.6756,99.8,94.42,32.717,3.449
BATCH_01327,57.49,12.5,167.06,3153.5,2.6767,54.01,0.991,434.49,14.46,0.6464,99.8,97.94,32.447,14.098
BATCH_01328,63.85,11.32,185.45,2922.4,2.7873,59.34,0.9698,502.94,23.28,0.6446,99.8,93.62,30.823,15.502
BATCH_01329,55.32,10.32,191.89,2387.3,2.6925,48.99,0.9785,141.5,30.08,0.6084,99.8,95.55,28.463,4.028
BATCH_01330,69.8,14.17,136.33,2657.9,2.8215,52.52,0.9861,393.63,26.92,0.6493,99.8,96.11,29.033,11.428
BATCH_01331,77.25,14.33,166.53,3600.0,2.6617,47.64,0.9243,125.41,24.91,0.7016,99.51,94.1,35.859,4.497
BATCH_01332,74.75,9.41,173.63,3017.3,2.6931,55.13,0.9813,485.52,21.06,0.6555,99.8,96.21,29.823,14.48
BATCH_01333,63.29,15.68,186.4,3510.8,2.8497,49.26,0.9685,138.66,27.99,0.5894,99.47,95.2,34.569,4.793
BATCH_01334,76.93,13.65,209.83,3218.6,2.7366,50.68,0.9255,532.45,23.52,0.6001,99.7,96.61,33.287,17.724
BATCH_01335,66.19,15.3,160.71,2872.5,2.7906,53.01,0.9602,513.52,30.3,0.6742,99.8,94.88,32.357,16.616
BATCH_01336,62.3,9.82,167.55,2890.4,2.6865,45.46,0.9265,520.0,20.08,0.6421,99.8,93.65,28.739,14.945
BATCH_01337,60.09,9.77,167.19,2789.0,2.772,46.56,0.9781,465.62,21.0,0.6485,99.8,94.7,29.476,13.724
BATCH_01338,62.58,12.2,159.96,2278.7,2.7952,56.66,0.9632,158.18,20.61,0.6274,99.8,96.39,26.634,4.213
BATCH_01339,61.89,13.51,171.32,2805.4,2.7129,52.29,0.9953,107.95,18.07,0.6725,99.8,95.88,30.931,3.339
BATCH_01340,66.36,16.09,199.27,3163.2,2.8158,59.7,0.9345,504.81,20.25,0.6408,99.8,96.75,34.3,17.315
BATCH_01341,66.28,13.91,153.65,2620.1,2.7707,56.81,0.9679,97.73,24.41,0.6458,99.8,96.5,30.129,2.944
BATCH_01342,65.02,12.01,190.7,2923.6,2.7278,45.14,0.9367,71.29,21.15,0.6197,99.8,95.36,32.184,2.294
BATCH_01343,68.5,10.45,137.45,3055.5,2.7615,55.48,0.9685,101.53,8.57,0.6911,99.8,95.51,29.429,2.988
BATCH_01344,74.53,14.96,165.97,2527.1,2.7654,46.59,0.9771,432.73,28.3,0.6458,99.8,95.61,29.714,12.858
BATCH_01345,72.6,10.57,171.76,2664.6,2.6831,58.28,0.9771,111.13,17.26,0.6794,99.8,97.88,28.704,3.19
BATCH_01346,53.12,15.76,221.87,2494.6,2.7305,61.86,0.9844,474.7,26.36,0.6078,99.8,96.69,33.614,15.957
BATCH_01347,44.57,11.93,173.13,2553.4,2.7187,54.03,0.9874,101.66,24.12,0.7254,99.8,97.21,28.598,2.907
BATCH_01348,72.47,15.68,124.97,2413.7,2.7302,56.61,0.9261,119.72,32.47,0.7075,99.8,96.64,28.673,3.433
BATCH_01349,54.06,13.86,130.03,2529.9,2.8022,49.03,0.9471,100.74,27.99,0.5805,99.8,95.94,28.999,2.921
BATCH_01350,63.2,12.23,180.85,3225.8,2.7465,52.44,0.9743,133.59,21.98,0.6253,99.8,94.98,32.387,4.326
BATCH_01351,55.64,11.46,195.34,2525.4,2.8381,59.55,0.9594,137.04,21.19,0.6769,99.8,96.2,29.19,4.0
BATCH_01352,50.58,11.82,189.39,2837.9,2.7087,47.85,0.9351,392.01,30.01,0.6055,99.8,95.94,30.574,11.985
BATCH_01353,69.33,13.36,184.19,2649.1,2.7331,49.51,0.9637,148.14,18.1,0.6534,99.8,95.91,30.672,4.544
BATCH_01354,71.07,12.65,209.06,3153.7,2.8074,52.57,0.9522,489.75,24.76,0.6762,99.8,95.79,35.924,17.594
BATCH_01355,60.39,11.31,166.51,3193.3,2.7592,57.11,0.9508,434.4,23.48,0.6522,99.8,93.95,32.704,14.207
BATCH_01356,44.27,12.17,202.37,3059.2,2.7594,51.39,0.984,127.34,22.63,0.6816,99.8,97.26,33.861,4.312
BATCH_01357,60.63,12.66,139.2,2891.8,2.6607,60.77,0.9522,128.16,25.41,0.6328,99.8,95.95,29.116,3.732
BATCH_01358,68.13,8.24,157.38,2730.7,2.7297,46.61,0.9221,107.17,24.76,0.5712,99.8,94.59,27.861,2.986
BATCH_01359,53.17,13.42,134.82,2442.4,2.7041,51.3,0.9246,139.59,25.83,0.7007,99.8,96.46,27.314,3.813
BATCH_01360,66.47,10.54,173.13,3383.1,2.8499,57.05,0.9876,85.05,24.56,0.7009,99.8,95.12,33.227,2.826
BATCH_01361,64.88,10.19,178.84,2572.1,2.7117,48.84,0.9959,512.33,25.67,0.7625,99.07,94.88,30.365,15.557
BATCH_01362,69.63,9.13,182.85,2999.1,2.8269,56.16,0.9744,432.11,24.37,0.5745,99.8,96.88,29.619,12.798
BATCH_01363,65.96,8.91,181.55,3117.9,2.7852,47.79,0.9488,112.81,21.36,0.6932,99.8,97.02,31.719,3.578
BATCH_01364,57.22,9.79,156.81,2633.4,2.7182,45.95,0.9941,427.71,24.02,0.5849,99.8,95.84,27.039,11.565
BATCH_01365,74.57,11.08,175.24,3111.4,2.7587,47.06,0.9724,116.56,21.14,0.7344,99.54,94.66,30.88,3.599
BATCH_01366,63.73,16.41,142.56,3029.3,2.8181,60.81,0.9867,99.11,20.88,0.6841,99.8,95.37,33.224,3.293
BATCH_01367,64.78,11.45,214.08,3318.4,2.8267,54.38,0.9805,149.35,22.66,0.6269,99.73,95.28,34.09,5.091
BATCH_01368,57.53,12.86,172.41,2659.2,2.6821,58.54,0.95,94.55,23.52,0.6967,99.8,95.98,31.123,2.943
BATCH_01369,61.45,13.3,167.78,2414.2,2.7179,50.66,0.9578,451.8,24.14,0.6438,99.8,95.79,30.781,13.907
BATCH_01370,57.92,12.76,219.72,2648.4,2.717,55.08,0.9347,130.34,27.67,0.6784,99.8,95.17,32.218,4.199
BATCH_01371,63.62,12.35,148.94,2862.7,2.6584,53.41,0.9431,517.08,22.01,0.675,99.8,94.86,29.755,15.386
BATCH_01372,78.69,10.11,151.86,2817.5,2.7696,61.08,0.9815,502.16,24.79,0.737,98.09,93.12,30.301,15.216
BATCH_01373,54.02,15.4,152.59,2682.0,2.821,57.71,0.9906,514.9,24.47,0.7403,99.08,94.48,31.919,16.435
BATCH_01374,52.09,16.11,178.3,2227.2,2.7263,57.42,0.9772,154.78,21.57,0.6443,99.8,94.86,30.046,4.65
BATCH_01375,76.77,9.13,190.79,2941.1,2.798,45.79,0.9567,91.53,24.29,0.7109,98.86,95.69,30.033,2.749
BATCH_01376,63.33,10.45,198.49,3391.7,2.7755,54.34,0.9268,103.65,28.01,0.6833,99.8,97.77,33.084,3.429
BATCH_01377,59.65,11.94,244.3,2939.3,2.7251,52.94,0.9245,89.39,24.75,0.613,99.8,96.96,33.734,3.016
BATCH_01378,73.32,10.57,123.76,2982.7,2.6782,60.77,0.9496,86.06,24.91,0.6421,99.8,95.28,28.121,2.42
